Reference;R;G;B;Opacity;cms;isMoT;NaN;R;0.25;G;0;B;0;Above;R;0;G;0;B;0;Below;R;0;G;0;B;0
0;1;1;0.988235;1;1;true
0.25;0.968627;0.905882;0.486275;1;1;true
0.5;0.929412;0.607843;0.094118;1;1;true
0.75;0.760784;0.239216;0;1;1;true
1;0.301961;0.047059;0.090196;1;1;true
